iter	F1	Logloss
135	0.9914320685	0.133240869
136	0.9916377728	0.1320740907
137	0.9918400653	0.1311122321
138	0.9918433931	0.129873163
139	0.9922512235	0.12856798
140	0.9916411825	0.1273877089
141	0.992248062	0.12606952
142	0.9924505203	0.1246997465
143	0.9932639314	0.1235211346
144	0.9932639314	0.1217423694
145	0.9936747603	0.1203789082
146	0.993880049	0.1190567812
147	0.9936747603	0.1182860297
148	0.9940828402	0.1169427223
149	0.9942857143	0.1156949505
150	0.9944909202	0.1145184784
151	0.9940804246	0.1136505527
152	0.9940804246	0.1126922487
153	0.9940804246	0.1122303352
154	0.9948990002	0.1110476052
155	0.9948990002	0.1102512443
156	0.9951040392	0.109187614
157	0.9951040392	0.1081485379
158	0.9953109072	0.1072059784
159	0.9955138662	0.1063448576
160	0.9955138662	0.1055462419
161	0.9955138662	0.1049836356
162	0.9955120359	0.1037988843
163	0.9959183673	0.1027098825
164	0.9959183673	0.1015209673
165	0.9963280294	0.1006727781
166	0.9963280294	0.099914861
167	0.9963280294	0.09902080043
168	0.9965327351	0.09826661591
169	0.9965327351	0.09759653472
170	0.9965327351	0.0968769478
171	0.9965327351	0.09607547056
172	0.9965313201	0.0953107712
173	0.9965313201	0.09424881583
174	0.9967360261	0.09312973611
175	0.9967360261	0.09225931454
176	0.9967360261	0.09148286303
177	0.9967360261	0.09081335778
178	0.9971440228	0.0902022877
179	0.996941896	0.08945169911
180	0.9969406486	0.08868458265
181	0.9973496432	0.08769483567
182	0.9973496432	0.08659053416
183	0.9971451876	0.0859086136
184	0.9973496432	0.08530657015
185	0.9973496432	0.08441072914
186	0.9973507235	0.08394321895
187	0.9973496432	0.08307547386
188	0.9973496432	0.08240571865
189	0.9973496432	0.08177278055
190	0.9973496432	0.0811285686
191	0.9973496432	0.08035626404
192	0.9973496432	0.07965250183
193	0.9975540155	0.07895955062
194	0.9975540155	0.07825041489
195	0.9975540155	0.07747063267
196	0.9975540155	0.07680367141
197	0.9975540155	0.07602900682
198	0.9975540155	0.0753327051
199	0.9973496432	0.07462707275
200	0.9973496432	0.07394961796
201	0.9975540155	0.07350519968
202	0.9975540155	0.07302660608
203	0.9975540155	0.07238330924
204	0.9975540155	0.07187020892
205	0.9975540155	0.0714556002
206	0.9975540155	0.07084211084
207	0.9975540155	0.07030702438
208	0.9975540155	0.0696450493
209	0.9975540155	0.06937787849
210	0.9975540155	0.06887018562
211	0.9975540155	0.06832043233
212	0.9975540155	0.06769272196
213	0.9975540155	0.06706393369
214	0.9975540155	0.06657397729
215	0.9975540155	0.06596427934
216	0.9975540155	0.06525855654
217	0.9977583045	0.06475863663
218	0.9975540155	0.06444837395
219	0.9977583045	0.06394323821
220	0.9975540155	0.06347194879
221	0.9975550122	0.06303933487
222	0.9977592178	0.06237163877
223	0.9977592178	0.06201873043
224	0.9977592178	0.06150324813
225	0.9977592178	0.0610523758
226	0.9977592178	0.06038860829
227	0.9977592178	0.05983146509
228	0.9977592178	0.05951119123
229	0.9977592178	0.05885230244
230	0.9977592178	0.05860368364
231	0.9977583045	0.05826974331
232	0.9975540155	0.05778316888
233	0.9975540155	0.05740168054
234	0.9975540155	0.05704843169
235	0.9975540155	0.05673957485
236	0.9975540155	0.05619245593
237	0.9975540155	0.05580257854
238	0.9975540155	0.05536774478
239	0.9977583045	0.05479289352
240	0.9977583045	0.05435188364
241	0.9977583045	0.05397031106
242	0.9975540155	0.05352606832
243	0.9975540155	0.05319870681
244	0.9975540155	0.05272746208
245	0.9977583045	0.0522700193
246	0.9977583045	0.05191325012
247	0.9977583045	0.05136135073
248	0.9977583045	0.05101067589
249	0.9977592178	0.05056951869
250	0.9977592178	0.05032561876
251	0.9977583045	0.04981138012
252	0.9977583045	0.04957501102
253	0.9977583045	0.04927951148
254	0.9977583045	0.04887178557
255	0.9977583045	0.0484814843
256	0.9977583045	0.04821067489
257	0.9977592178	0.04779071985
258	0.9977583045	0.04750918529
259	0.9977583045	0.04727964361
260	0.9977583045	0.04682663205
261	0.9977583045	0.04642565689
262	0.9977583045	0.04626340199
263	0.9977583045	0.04600177193
264	0.9977592178	0.04562769964
265	0.9977592178	0.04534426994
266	0.9977592178	0.0450943537
267	0.9977592178	0.04479098753
268	0.9977592178	0.04444869566
269	0.9977601303	0.04416006059
270	0.9977601303	0.04388732436
271	0.9977592178	0.04365053236
272	0.9977592178	0.04331167857
273	0.9977583045	0.04301118118
274	0.9977583045	0.04273154311
275	0.9977583045	0.04243856545
276	0.9977583045	0.04214804642
277	0.9977583045	0.04181709138
278	0.9977592178	0.04144313986
279	0.9977592178	0.0411457251
280	0.9979633401	0.04087808823
281	0.9979633401	0.04058570869
282	0.9979633401	0.04029882855
283	0.9979633401	0.04000707661
284	0.9979633401	0.03974696604
285	0.9979625102	0.03950538062
286	0.9979633401	0.03914712116
287	0.9979633401	0.03894227031
288	0.9979633401	0.03859080991
289	0.9979633401	0.03838874295
290	0.9979633401	0.03816745809
291	0.9979625102	0.03790087534
292	0.9979625102	0.03761424206
293	0.9979633401	0.03738928949
294	0.9979633401	0.03728157544
295	0.9979633401	0.037041152
296	0.9979633401	0.03681654929
297	0.9979633401	0.03660076046
298	0.9979625102	0.03643603311
299	0.9979625102	0.03616440422
300	0.9979625102	0.03596351554
301	0.9979633401	0.03580284187
302	0.9979633401	0.0356394555
303	0.9979633401	0.03544510377
304	0.9979633401	0.0352874991
305	0.9979616796	0.03508678632
306	0.9979616796	0.03491161138
307	0.9979616796	0.03464962832
308	0.9979616796	0.03439331803
309	0.9979616796	0.03423296734
310	0.9979616796	0.03398338355
311	0.9979616796	0.03378083953
312	0.9979616796	0.03360310076
313	0.9979616796	0.03349962784
314	0.9979616796	0.03336227729
315	0.9979625102	0.03315817718
316	0.9979625102	0.03295873179
317	0.9979625102	0.03285278201
318	0.9979625102	0.03266554764
319	0.9979625102	0.03248865128
320	0.9979616796	0.03233155294
321	0.9979625102	0.03217119481
322	0.9979625102	0.03203661275
323	0.9979616796	0.03189728888
324	0.9979616796	0.0317410529
325	0.9979616796	0.03155739931
326	0.9979616796	0.03140208173
327	0.9979616796	0.03115842186
328	0.9979633401	0.03100003395
329	0.9979633401	0.03077783126
330	0.9979625102	0.03065684377
331	0.9979633401	0.03051039705
332	0.9979633401	0.03037207893
333	0.9979625102	0.03023194335
334	0.9979633401	0.0301337661
335	0.9979633401	0.030006752
336	0.9979625102	0.02987135054
337	0.9979633401	0.0297229286
338	0.9979633401	0.02958572667
339	0.9979633401	0.02945189372
340	0.9979633401	0.02922455374
341	0.9979633401	0.02909761317
342	0.9979633401	0.02898606106
343	0.9979625102	0.02888159132
344	0.9979625102	0.02871012262
345	0.9979625102	0.02855561901
346	0.9979625102	0.0283834064
347	0.9979625102	0.0282432556
348	0.9979616796	0.02814587089
349	0.9979625102	0.02801151704
350	0.9979625102	0.02788752428
351	0.9979625102	0.02778425723
352	0.9979625102	0.02770305766
353	0.9979625102	0.02751302801
354	0.9979625102	0.02740593986
355	0.9979616796	0.02726405773
356	0.9979616796	0.02713169347
357	0.9979616796	0.02697731965
358	0.9979616796	0.02683310838
359	0.9979616796	0.02677756422
360	0.9979625102	0.02668331093
361	0.9979625102	0.02656409875
362	0.9979625102	0.02646005173
363	0.9979625102	0.02632000007
364	0.9979625102	0.02618399906
365	0.9979616796	0.0260430752
366	0.9979616796	0.02584232969
367	0.9979616796	0.02570230245
368	0.9979616796	0.02557047438
369	0.9979625102	0.02544930305
370	0.9979616796	0.02531603909
371	0.9979616796	0.02518094078
372	0.9979616796	0.02502394166
373	0.9979616796	0.02490604174
374	0.9979616796	0.02484485311
375	0.9979616796	0.0247783063
376	0.9979616796	0.02466178845
377	0.9979616796	0.02455143089
378	0.9979616796	0.02447686978
379	0.9979616796	0.02436859976
380	0.9979616796	0.02425884011
381	0.9979616796	0.02408620608
382	0.9979616796	0.02399053682
383	0.9979616796	0.02386581042
384	0.9979616796	0.02375299606
385	0.9979616796	0.02366648542
386	0.9979625102	0.02352663482
387	0.9979616796	0.02343586226
388	0.9979616796	0.02330455706
389	0.9979625102	0.02325621104
390	0.9979616796	0.02317425426
391	0.9979625102	0.0230944144
392	0.9979616796	0.02295300161
393	0.9979625102	0.02285689863
394	0.9979625102	0.02280245812
395	0.9979625102	0.02269320175
396	0.9979625102	0.02255812325
397	0.9979625102	0.02248363724
398	0.9979625102	0.02234541514
399	0.9979625102	0.02228545073
400	0.9979625102	0.02213442472
401	0.9979625102	0.0220594803
402	0.9979625102	0.02193453679
403	0.9979625102	0.02182160736
404	0.9979625102	0.0216785146
405	0.9979616796	0.0215659292
406	0.9979625102	0.02145835
407	0.9979625102	0.02134053542
408	0.9979633401	0.02122243321
409	0.9979633401	0.02108114152
410	0.9979625102	0.0210170607
411	0.9979625102	0.02098640871
412	0.9979625102	0.02090031281
413	0.9979625102	0.02083658888
414	0.9979625102	0.02074723614
415	0.9979625102	0.02066122566
416	0.9979625102	0.02059309526
417	0.9979625102	0.02053506357
418	0.9979625102	0.02046433177
419	0.9979625102	0.02037783245
420	0.9979625102	0.02027764301
421	0.9979625102	0.02020301501
422	0.9979625102	0.02013419966
423	0.9979616796	0.0200675329
424	0.9979625102	0.01994891425
425	0.9979625102	0.01988837071
426	0.9979625102	0.01978830627
427	0.9979625102	0.01972076296
428	0.9979625102	0.01964129368
429	0.9979625102	0.01956248053
430	0.9979625102	0.01947640009
431	0.9979625102	0.01940717605
432	0.9979625102	0.01928286297
433	0.9979625102	0.01920197615
434	0.9979625102	0.01916702256
435	0.9979633401	0.01909793957
436	0.9979633401	0.01906042524
437	0.9979633401	0.01897498232
438	0.9979633401	0.01890725937
439	0.9979633401	0.01880194676
440	0.9979633401	0.01873887235
441	0.9979633401	0.01869395726
442	0.9979633401	0.01860888534
443	0.9979633401	0.0185274189
444	0.9979625102	0.01843892937
445	0.9979625102	0.01837694832
446	0.9979625102	0.01831731622
447	0.9979625102	0.01822466182
448	0.9979625102	0.01815234077
449	0.9979625102	0.01805724253
450	0.9979625102	0.0179853987
451	0.9979625102	0.01791864697
452	0.9979625102	0.01787816771
453	0.9979633401	0.01778164364
454	0.9979625102	0.01769556311
455	0.9979625102	0.01765730908
456	0.9979625102	0.01762101871
457	0.9979625102	0.01755925499
458	0.9979633401	0.01750322636
459	0.9979633401	0.01744028415
460	0.9979633401	0.01737663517
461	0.9979633401	0.01731100591
462	0.9979633401	0.01726424662
463	0.9979633401	0.01720070536
464	0.9979633401	0.01716494002
465	0.9979633401	0.01710693887
466	0.9979633401	0.01704491824
467	0.9979633401	0.01697306129
468	0.9979633401	0.0168907068
469	0.9979633401	0.01680770523
470	0.9979633401	0.01674840969
471	0.9979633401	0.01670102181
472	0.9979633401	0.01662980916
473	0.9979633401	0.01660106681
474	0.9979625102	0.01655301955
475	0.9979625102	0.01649885326
476	0.9979625102	0.0164554352
477	0.9979616796	0.01638958579
478	0.9979616796	0.01633604898
479	0.9979616796	0.01630921304
480	0.9979625102	0.01624075226
481	0.9979616796	0.01618282464
482	0.9979616796	0.0161285857
483	0.9979616796	0.0160400686
484	0.9979616796	0.01597278182
485	0.9979616796	0.01594335274
486	0.9979608483	0.01590993956
487	0.9979608483	0.01584691294
488	0.9979608483	0.01579064292
489	0.9979616796	0.01575664786
490	0.9979608483	0.01572590819
491	0.9979608483	0.01568160693
492	0.9979608483	0.01560078251
493	0.9979608483	0.01557346069
494	0.9979616796	0.01550908892
495	0.9979608483	0.01545577928
496	0.9979608483	0.01542646943
497	0.9979616796	0.01537616741
498	0.9979616796	0.01534087982
499	0.9979616796	0.01529194302
500	0.9979616796	0.01526153329
501	0.9979608483	0.01521053062
502	0.9979616796	0.01516238473
503	0.9979616796	0.01511215145
504	0.9979616796	0.01506241249
505	0.9979616796	0.01500111901
506	0.9979616796	0.01496829855
507	0.9979616796	0.01491678038
508	0.9979616796	0.0148708241
509	0.9979625102	0.01481444351
510	0.9979616796	0.01476866903
511	0.9979625102	0.01473560334
512	0.9979625102	0.01466060868
513	0.9979625102	0.01460844779
514	0.9979616796	0.01456405569
515	0.9979616796	0.01453114607
516	0.9979625102	0.01449115979
517	0.9979633401	0.01444193798
518	0.9979633401	0.01440896884
519	0.9979625102	0.01437792794
520	0.9979633401	0.01434686011
521	0.9979633401	0.01431508846
522	0.9979625102	0.01428085321
523	0.9979641694	0.01425889028
524	0.9979633401	0.01419781591
525	0.9979633401	0.01414823993
526	0.9979633401	0.01409406689
527	0.9979625102	0.01404582218
528	0.9979625102	0.01401031747
529	0.9979625102	0.01393824098
530	0.9979625102	0.01389098177
531	0.9979625102	0.01385899268
532	0.9979625102	0.01381046739
533	0.9979633401	0.01378050405
534	0.9979633401	0.0137567541
535	0.9979633401	0.01371873051
536	0.9979633401	0.01367683562
537	0.9979633401	0.01364572886
538	0.9979633401	0.0136109584
539	0.9979633401	0.0135558104
540	0.9979633401	0.01352658102
541	0.9979633401	0.01349409123
542	0.9979633401	0.01347171022
543	0.9979625102	0.01343480255
544	0.9979625102	0.01339644623
545	0.9979625102	0.01336447617
546	0.9979625102	0.01333678496
547	0.9979625102	0.01331056985
548	0.9979625102	0.01329265815
549	0.9979633401	0.01325243906
550	0.9979633401	0.01321952949
551	0.9979633401	0.01318696759
552	0.9979633401	0.01316253477
553	0.9979633401	0.0131255018
554	0.9979625102	0.01309786822
555	0.9979625102	0.01308507987
556	0.9979625102	0.01304549453
557	0.9979625102	0.01301592485
558	0.9979625102	0.01297622412
559	0.9979625102	0.01293884876
560	0.9979625102	0.01289799626
561	0.9979625102	0.0128765674
562	0.9979625102	0.01284559716
563	0.9979625102	0.01281639315
564	0.9979625102	0.0127906153
565	0.9979625102	0.0127528872
566	0.9979625102	0.01271039584
567	0.9979625102	0.012683801
568	0.9979625102	0.01264637369
569	0.9979625102	0.01261536849
570	0.9979625102	0.01258358444
571	0.9979625102	0.01255835323
572	0.9979625102	0.01251746168
573	0.9979625102	0.01247428156
574	0.9979625102	0.0124496053
575	0.9979625102	0.01242080392
576	0.9979625102	0.01239081459
577	0.9979625102	0.01235091805
578	0.9979625102	0.01231390591
579	0.9979633401	0.01229557064
580	0.9979633401	0.01226594237
581	0.9979633401	0.01222260419
582	0.9979633401	0.01218943294
583	0.9979633401	0.01215871632
584	0.9979633401	0.01211415581
585	0.9979633401	0.01207221267
586	0.9979633401	0.01203591452
587	0.9979625102	0.01200977382
588	0.9979625102	0.01197934616
589	0.9979625102	0.01195944992
590	0.9979625102	0.01193462622
591	0.9979625102	0.0119027846
592	0.9979616796	0.01187306821
593	0.9979616796	0.01183890627
594	0.9979616796	0.01182098788
595	0.9979625102	0.01179900564
596	0.9979616796	0.01177409299
597	0.9979625102	0.01175195452
598	0.9979625102	0.01171963753
599	0.9979625102	0.01169472188
600	0.9979625102	0.01166766845
601	0.9979625102	0.01162929298
602	0.9979625102	0.01160473469
603	0.9979625102	0.01157814883
604	0.9979625102	0.01154513477
605	0.9979625102	0.01150645294
606	0.9979625102	0.01146874094
607	0.9979625102	0.01144294853
608	0.9979625102	0.01141002588
609	0.9979625102	0.01138365815
610	0.9979625102	0.01136486911
611	0.9979625102	0.01134159501
612	0.9979625102	0.01131796985
613	0.9979625102	0.01129021334
614	0.9979625102	0.01126488616
615	0.9979625102	0.01124504296
616	0.9979625102	0.01121074232
617	0.9979625102	0.01117639423
618	0.9979616796	0.01115998514
619	0.9979625102	0.01111053481
620	0.9979625102	0.01109189655
621	0.9979625102	0.01106718059
622	0.9979616796	0.01104277819
623	0.9979625102	0.01102651744
624	0.9979625102	0.01099623759
625	0.9979625102	0.01096915411
626	0.9979625102	0.0109384198
627	0.9979616796	0.01090507875
628	0.9979616796	0.01087662639
629	0.9979616796	0.01084802909
630	0.9979616796	0.01082232929
631	0.9979625102	0.01078357077
632	0.9979616796	0.010770945
633	0.9979616796	0.01074876319
634	0.9979625102	0.01072894291
635	0.9979625102	0.01072753939
636	0.9979608483	0.01069787663
637	0.9979608483	0.01069514885
638	0.9979616796	0.01067849346
639	0.9979616796	0.01065813906
640	0.9979625102	0.01062894601
641	0.9979625102	0.01061143898
642	0.9979625102	0.01059727303
643	0.9979625102	0.01058490738
644	0.9979625102	0.01055107048
645	0.9979641694	0.01051831343
646	0.9979625102	0.01049006347
647	0.9979625102	0.01046766681
648	0.9979616796	0.01045485796
649	0.9979625102	0.01042685425
650	0.9979633401	0.01041108518
651	0.9979625102	0.01038696526
652	0.9979616796	0.01035497284
653	0.9979625102	0.01033291012
654	0.9979625102	0.01031255463
655	0.9979625102	0.01028590044
656	0.9979625102	0.01025379405
657	0.9979625102	0.01022485898
658	0.9979625102	0.01020903692
659	0.9979625102	0.01018283971
660	0.9979625102	0.01016258826
661	0.9979625102	0.01013723134
662	0.9979633401	0.01012059236
663	0.9979641694	0.01009693654
664	0.9979641694	0.01008485391
665	0.9979641694	0.01006316479
666	0.9979633401	0.01004315156
667	0.9979641694	0.01002415827
668	0.9979633401	0.01000622055
669	0.9979633401	0.009988011221
670	0.9979633401	0.009958541702
671	0.9979625102	0.009934758153
672	0.9979616796	0.009918719853
673	0.9979616796	0.009901546258
674	0.9979616796	0.009879661748
675	0.9979608483	0.009856232714
676	0.9979608483	0.009840647391
677	0.9979625102	0.009810858839
678	0.9979616796	0.00978862412
679	0.9979616796	0.009767377846
680	0.9979616796	0.009746802164
681	0.9979625102	0.009729932166
682	0.9979608483	0.009707806304
683	0.9979625102	0.009687187248
684	0.9979616796	0.009674259904
685	0.9979616796	0.009651474591
686	0.9979616796	0.009635192934
687	0.9979616796	0.009615416876
688	0.9979616796	0.009600062406
689	0.9979625102	0.009576290548
690	0.9979625102	0.009549139734
691	0.9979625102	0.009532617867
692	0.9979625102	0.009507052584
693	0.9979625102	0.009486692279
694	0.9979633401	0.009472290709
695	0.9979633401	0.0094720985
696	0.9979625102	0.009454310329
697	0.9979625102	0.009443625413
698	0.9979625102	0.009428239382
699	0.9979616796	0.009415676288
700	0.9979616796	0.009397982974
701	0.9979616796	0.009375508595
702	0.9979616796	0.009359815765
703	0.9979625102	0.009347930779
704	0.9979625102	0.009327116379
705	0.9979625102	0.009309624824
706	0.9979625102	0.00929667445
707	0.9979616796	0.009275200381
708	0.9979616796	0.009266094677
709	0.9979616796	0.009260313123
710	0.9979616796	0.009247255287
711	0.9979616796	0.009231541202
712	0.9979616796	0.009220333838
713	0.9979616796	0.00920713656
714	0.9979608483	0.009185830354
715	0.9979625102	0.009169470109
716	0.9979616796	0.009149964287
717	0.9979625102	0.009133248432
718	0.9979633401	0.009113032004
719	0.9979633401	0.009099021676
720	0.9979633401	0.00908677492
721	0.9979633401	0.009070950628
722	0.9979633401	0.009057527097
723	0.9979616796	0.009035663692
724	0.9979625102	0.009013965458
725	0.9979625102	0.008996218474
726	0.9979625102	0.008981105897
727	0.9979625102	0.008961033801
728	0.9979625102	0.008949323525
729	0.9979625102	0.008939680271
730	0.9979625102	0.008921549197
731	0.9979625102	0.008904619061
732	0.9979625102	0.008894234542
733	0.9979625102	0.008874441872
734	0.9979625102	0.008864422703
735	0.9979625102	0.008864422703
736	0.9979625102	0.008846277753
737	0.9979625102	0.008831925157
738	0.9979625102	0.008817077737
739	0.9979625102	0.008804177047
740	0.9979625102	0.008781724091
741	0.9979625102	0.008764660699
742	0.9979625102	0.008746055631
743	0.9979625102	0.008729322692
744	0.9979633401	0.008715144813
745	0.9979633401	0.008701572596
746	0.9979625102	0.008687439923
747	0.9979633401	0.008673789259
748	0.9979633401	0.008662043285
749	0.9979633401	0.008645133013
750	0.9979633401	0.00862768812
751	0.9979633401	0.008613184438
752	0.9979633401	0.008596073914
753	0.9979625102	0.008582712301
754	0.9979625102	0.008573666238
755	0.9979633401	0.008563402602
756	0.9979633401	0.008551924607
757	0.9979633401	0.008536294044
758	0.9979633401	0.008521182903
759	0.9979633401	0.008497372309
760	0.9979633401	0.008479233073
761	0.9979633401	0.008459928583
762	0.9979633401	0.00844534586
763	0.9979633401	0.008433533925
764	0.9979633401	0.008412686067
765	0.9979633401	0.008392502777
766	0.9979633401	0.00839248291
767	0.9979633401	0.008380477347
768	0.9979633401	0.008369762594
769	0.9979641694	0.008355920286
770	0.9979641694	0.00834184527
771	0.9979633401	0.008327331644
772	0.9979633401	0.008316417975
773	0.9979633401	0.008297783892
774	0.9979625102	0.008286688878
775	0.9979625102	0.008274537272
776	0.9979625102	0.008254109573
777	0.9979625102	0.00825410584
778	0.9979625102	0.008254039954
779	0.9979625102	0.008254024976
780	0.9979625102	0.008254006523
781	0.9979625102	0.008253999875
782	0.9979625102	0.008242006634
783	0.9979625102	0.008234954162
784	0.9979625102	0.008221665771
785	0.9979625102	0.008211728279
786	0.9979616796	0.008193446681
787	0.9979625102	0.008180673572
788	0.9979625102	0.008180665056
789	0.9979633401	0.008164147232
790	0.9979633401	0.008149219931
791	0.9979625102	0.008133541194
792	0.9979625102	0.008133533524
793	0.9979625102	0.008133499208
794	0.9979633401	0.008120763802
795	0.9979633401	0.00810455337
796	0.9979633401	0.008088107434
797	0.9979625102	0.008074220604
798	0.9979625102	0.008060671785
799	0.9979625102	0.008060665102
800	0.9979625102	0.00804660395
801	0.9979625102	0.008034899213
802	0.9979625102	0.008024219325
803	0.9979616796	0.008006298526
804	0.9979616796	0.008006262547
805	0.9979641694	0.007995372932
806	0.9979641694	0.007983052445
807	0.9979633401	0.007971675705
808	0.9979633401	0.0079603721
809	0.9979633401	0.007948007654
810	0.9979633401	0.007934932678
811	0.9979633401	0.007934929875
812	0.9979633401	0.007920491245
813	0.9979633401	0.00790705429
814	0.9979633401	0.007906769923
815	0.9979633401	0.007894986979
816	0.9979633401	0.00789461583
817	0.9979633401	0.007882949782
818	0.9979633401	0.007869473168
819	0.9979633401	0.007855788085
820	0.9979633401	0.007855785212
821	0.9979633401	0.007842929254
822	0.9979633401	0.007828341765
823	0.9979633401	0.007818183207
824	0.9979633401	0.007807468029
825	0.9979633401	0.007796084294
826	0.9979633401	0.007777344721
827	0.9979633401	0.007759239936
828	0.9979633401	0.00774795041
829	0.9979633401	0.00774795041
830	0.9979633401	0.007734295341
831	0.9979633401	0.007723747094
832	0.9979633401	0.007723730995
833	0.9979633401	0.007715054274
834	0.9979633401	0.007715004838
835	0.9979633401	0.007715004838
836	0.9979633401	0.00771499573
837	0.9979641694	0.007705205143
838	0.9979641694	0.007705205143
839	0.9979641694	0.007688918834
840	0.9979641694	0.007688912815
841	0.9979641694	0.007688897464
842	0.9979633401	0.007673896848
843	0.9979633401	0.007665951187
844	0.9979633401	0.007665936678
845	0.9979633401	0.007665915338
846	0.9979633401	0.007657081472
847	0.9979633401	0.007645579992
848	0.9979633401	0.007645572175
849	0.9979633401	0.007645554758
850	0.9979633401	0.0076455233
851	0.9979625102	0.007633049199
852	0.9979633401	0.007623223511
853	0.9979633401	0.007612523336
854	0.9979633401	0.007600823861
855	0.9979633401	0.007587810654
856	0.9979633401	0.007587791795
857	0.9979633401	0.007583108686
858	0.9979633401	0.007583082151
859	0.9979633401	0.007570294381
860	0.9979633401	0.007570290998
861	0.9979633401	0.007570284564
862	0.9979633401	0.007570266408
863	0.9979641694	0.007558285846
864	0.9979641694	0.007558285846
865	0.9979641694	0.007558256125
866	0.9979633401	0.007546251382
867	0.9979641694	0.00754043709
868	0.9979641694	0.007540434925
869	0.9979641694	0.007540415098
870	0.9979641694	0.007540405519
871	0.9979641694	0.007540391685
872	0.9979641694	0.007540384599
873	0.9979641694	0.007540357251
874	0.9979641694	0.007540352616
