iter	F1	Logloss
875	0.9979641694	0.007540348583
876	0.9979641694	0.007540344205
877	0.9979641694	0.007540344205
878	0.9979641694	0.007540336847
879	0.9979641694	0.007540316676
880	0.9979641694	0.007540285572
881	0.9979633401	0.007530377627
882	0.9979633401	0.007530370748
883	0.9979633401	0.007530370748
884	0.9979633401	0.007521705661
885	0.9979633401	0.007521705661
886	0.9979633401	0.007521694906
887	0.9979633401	0.007511687885
888	0.9979633401	0.00751168059
889	0.9979641694	0.00749919149
890	0.9979641694	0.007499173469
891	0.9979641694	0.007498996235
892	0.9979641694	0.007498996235
893	0.9979633401	0.007486888077
894	0.9979633401	0.007486851369
895	0.9979633401	0.007486851369
896	0.9979633401	0.007472535874
897	0.9979633401	0.007460495943
898	0.9979633401	0.007460445372
899	0.9979633401	0.007460445372
900	0.9979633401	0.007460433705
901	0.9979641694	0.007455368884
902	0.9979633401	0.007440558518
903	0.9979633401	0.007429665612
904	0.9979633401	0.007429661688
905	0.9979633401	0.007429650652
906	0.9979633401	0.007429650652
907	0.9979633401	0.007429639495
908	0.9979633401	0.007429610969
909	0.9979633401	0.00741875866
910	0.9979633401	0.007418753798
911	0.9979625102	0.007409450613
912	0.9979625102	0.007409443537
913	0.9979625102	0.007409430461
914	0.9979625102	0.007409413269
915	0.9979633401	0.007400900007
916	0.9979633401	0.007400898524
917	0.9979633401	0.007391278239
918	0.9979641694	0.007379331123
919	0.9979633401	0.007369601259
920	0.9979633401	0.007363261664
921	0.9979633401	0.007363228384
922	0.9979633401	0.007354297929
923	0.9979633401	0.007353977626
924	0.9979633401	0.00734379609
925	0.9979625102	0.007330314787
926	0.9979633401	0.007317104457
927	0.9979633401	0.007306303943
928	0.9979633401	0.007306286178
929	0.9979633401	0.007295682279
930	0.9979633401	0.007284401052
931	0.9979633401	0.007269307996
932	0.9979633401	0.00725730904
933	0.9979625102	0.007248756186
934	0.9979625102	0.007236535132
935	0.9979625102	0.00723651502
936	0.9979625102	0.007236512297
937	0.9979625102	0.007225026699
938	0.9979625102	0.00722499906
939	0.9979625102	0.007224995725
940	0.9979625102	0.007222898677
941	0.9979625102	0.007222896441
942	0.9979625102	0.007222881117
943	0.9979625102	0.007222862955
944	0.9979625102	0.007213570424
945	0.9979625102	0.007213565351
946	0.9979625102	0.007206691709
947	0.9979625102	0.007197113314
948	0.9979633401	0.007188104205
949	0.9979633401	0.007188071672
950	0.9979633401	0.007188066253
951	0.9979633401	0.007174807393
952	0.9979633401	0.007174796148
953	0.9979633401	0.007174750201
954	0.9979633401	0.007162757572
955	0.9979633401	0.007162748467
956	0.9979625102	0.007150424915
957	0.9979625102	0.007150419872
958	0.9979625102	0.007150405343
959	0.9979625102	0.007150221176
960	0.9979625102	0.007150217302
961	0.9979625102	0.007150212085
962	0.9979633401	0.007138498603
963	0.9979633401	0.007128152094
964	0.9979633401	0.007128117382
965	0.9979633401	0.00712811322
966	0.9979625102	0.007116916364
967	0.9979625102	0.007116904015
968	0.9979633401	0.007108130487
969	0.9979633401	0.007108122015
970	0.9979633401	0.007108115432
971	0.9979633401	0.007098118054
972	0.9979633401	0.007087446702
973	0.9979633401	0.007078681324
974	0.9979625102	0.007069158836
975	0.9979625102	0.00706915643
976	0.9979625102	0.007069152417
977	0.9979625102	0.00706914207
978	0.9979625102	0.00706914207
979	0.9979625102	0.007058953235
980	0.9979625102	0.007048726158
981	0.9979625102	0.007048718601
982	0.9979625102	0.007048708113
983	0.9979625102	0.007048641582
984	0.9979625102	0.007048627765
985	0.9979625102	0.007048624254
986	0.9979616796	0.007037446688
987	0.9979616796	0.007037416402
988	0.9979616796	0.007037411944
989	0.9979616796	0.007037408355
990	0.9979616796	0.007037362834
991	0.9979616796	0.007037357472
992	0.9979616796	0.007037305283
993	0.9979616796	0.007037292329
994	0.9979616796	0.007037268866
995	0.9979616796	0.007037258339
996	0.9979616796	0.007037252854
997	0.9979616796	0.00703721243
998	0.9979608483	0.007027378685
999	0.9979608483	0.007027364579
